"","county","weave_ct2010","gradrate","ccrpi","grade3","grade8","lbw","childnohealth","childpoverty","povertyrate","housingburden","momsnohs","collegerate","adultsnoedu","adultnohealth","unemployment","ChildZ","FamilyZ","CommunityZ","CWB_Index"
"419","Fulton",13121001800,82.4,71.1,31.4,58.3,11.9,4.1,83.3,57.7,36.8,12.4,80.4,8.6,11.6,13.2,0.461452380254348,0.543601165183218,0.731901793772741,0.569350261051322
"420","Fulton",13121001900,82.4,71.1,42.6,58.3,7.9,8.2,22,7.6,36.3,7,80.4,12.3,14.9,18.8,0.651646254290559,0.774284134117242,0.630053948237966,0.696494785584488
"421","Fulton",13121002100,82.4,71.1,44,58.3,11.7,10.6,57.1,55.2,54.4,10.7,80.4,10.1,31.9,17.3,0.512200194258057,0.438677782174063,0.576289408633432,0.486353051216132
"422","Fulton",13121002300,68.2,60.9,15,14.4,16.7,7.3,83.3,84.4,65.4,48.6,67.2774,30.7,30.8,34.9,0.152484825786521,0,0.184256262264999,0.0367013639324093
"423","Fulton",13121002400,65.8,59.9,21.5,13.5,13.6,5.3,41.8,36.4,50.3,31.6,56.1,16.2,29.4,13,0.294206754786438,0.402897547813848,0.430567738483501,0.344949685295739
"424","Fulton",13121002500,68.2,60.9,15,14.4,18.5,10.1771,55.2,70.3,61.1,20.2,68.3199,22,32.8,22.4,0.178385311628816,0.270799919272073,0.353505232947163,0.221587320023298
"425","Fulton",13121002600,68.2,60.9,15,14.4,13.8,6.5,69,80.3,64,21.3,69.5016,18.5,22.1,23.4,0.229707255192604,0.204621714999226,0.429618177849521,0.237858624946249
"426","Fulton",13121002800,82.4,71.1,42.5,58.3,16.3,51.7,87.4,39.6,46.6,14.1,80.4,18.2,11.1,11.2,0.249534508193204,0.531767676839453,0.686388667832821,0.475934584512361
"427","Fulton",13121002900,82.4,71.1,31.4,58.3,5,12.3885,26.8,5,36.7,5,80.4,6.3,21.5,2.6,0.641529819532951,0.794487403962759,0.80987002543,0.765712256819002
"428","Fulton",13121003000,82.4,71.1,78.6,58.3,13.7,9.7346,8.7562,9,35.7,-1.9224,80.4,0.9,10.4,3.7,0.657325848588669,0.831691753697397,0.892838703300239,0.816540980738312
"429","Fulton",13121003100,68.5,57,31.6,22.1,14.4,15.8,21.6,43.5,43.4,5.8,50.8,14.4,25.4,9.8,0.30963235555807,0.594088330215766,0.462327412181052,0.443272520625484
"430","Fulton",13121003200,68.5,57,28.4,16.5,7.1,11.1264,17.4421,12.9,41.7,8.1731,50.8,3.3,19.6,3.3,0.431663060601428,0.707766862541536,0.639330421245764,0.596454796965888
"431","Fulton",13121003500,81.5,70.2,40.4,54,7.7,16.7268,14.3894,5.7,38.1,15.4,78.9,17.5,45,22.9,0.60735119661324,0.713648086005037,0.388835435379033,0.569599196471598
"432","Fulton",13121003600,72.5,64,26.1,27.6,10.7471,41.8,12.7,55,42.5,12.2334,80.4,9,17.4,9.5,0.321108157230933,0.514337400326562,0.738710709231054,0.511477536641795
"433","Fulton",13121003800,68.2,60.9,27.5,14.4,7.2,6.9459,12.829,6.9,53.6,15.7,67.2506,8.2,13.1,17.1,0.468724135810657,0.596447022443922,0.600056336179969,0.547483403440636
"434","Fulton",13121003900,68.2,60.9,31.6,14.4,11.3,15.8,58.6,64.2,63.8,23.3,69.2424,25.7,34.4,25.7,0.275651637379064,0.254550737311848,0.290351937193667,0.225268939537123
"435","Fulton",13121004000,53.7,54.5,13.2,10.1,14.4,9,39.8,54.2,50.5,29.3,56.1,17.5,33.4,16.2,0.179294498442874,0.348429434480026,0.367612078626873,0.260117937484546
"436","Fulton",13121004100,68.2,60.9,31.6,14.4,12.3,7.3,29.1,71,60.1,21.4,72.5296,23.4,40.5,31.2,0.364991125971542,0.267394006898431,0.240197078268618,0.243321182142024
"437","Fulton",13121004200,68.2,60.9,31.6,14.4,16.4,3.5,17.4,51.2,52.7,13.8,67.4881,19.6,17.4,10.4,0.347344137205976,0.445800686074194,0.568350419245026,0.430444918620617
"438","Fulton",13121004300,68.2,60.9,31.6,14.4,16.2,6.4612,21.1,85.6,61,15.7,75.5479,3.5,15.1,12.4,0.327804223667673,0.242460071290051,0.727526583524957,0.393506259600894
"439","Fulton",13121004400,68.5,57,19.7,12.6,15.8,6.5,36.6,87.9,38.2,16.5,50.8,16,34.9,9.5,0.258760266733457,0.391166690929807,0.406308050059533,0.319227249462719
"440","Fulton",13121004800,81.9,70.6,30.9,55.6,12.8274,2.4,79.6,100,57.4,14.7,79.5,14.3,33.4,30.5,0.453093865721696,0.243824669424381,0.394306177345846,0.318106619279471
"441","Fulton",13121004900,68.5,57,25.8,12.6,10.5,4.9,47,26.3,33.6,7.9,50.8,12.8,28.3,12.5,0.336148191590503,0.716098352552582,0.430971937977599,0.493314316903023
"442","Fulton",13121005000,68.5,57,25.9,12.7,5,3.4,14.9,17,43.7,7.5,50.8,13.8,30.9,9.5,0.493385195093285,0.68221263449425,0.442187520806685,0.536349843041523
"443","Fulton",13121005200,68.5,57,25.8,12.6,9.2,5.185,30.1,24.7,29.1,10.1,50.8,7.3,14.6,8.1,0.389559991826948,0.739923221731906,0.585357960137741,0.57665556754517
"444","Fulton",13121005300,68.5,57,25.7,12.6,7.8,7,21.1,16.6,34.1,6.3,50.8,5.5,13.6,9.4,0.420065021703241,0.760135804770158,0.58968334474626,0.597225427458636
"445","Fulton",13121005501,68.5,57,20.2,12.6,11.5,6.6,43.5,52.7,51.8,19.7,50.8,24.3,40.8,24.7,0.308901612742147,0.40781328767354,0.157727497481992,0.254912859994123
"446","Fulton",13121005502,74.8,71.7,13.6,11.8,11.4,1.1,54,72.4,59.4,15.9,74.5,17.7,27.6,19.9,0.381877156482326,0.303083238121014,0.477268549209389,0.348739880537168
"447","Fulton",13121005700,74.8,71.9,11.3,7.3,14.9,16.5,87,80.2,50.8,23,74.7,25.8,39.2,23.5,0.17249889337766,0.288086379498794,0.324434111391038,0.216625310399612
"448","Fulton",13121005800,74.8,71.9,11.3,7.3,14.6,9.9,62,75.9,61.6,28.5,74.7,30.8,37.8,23.3,0.259728504269599,0.191398517499486,0.297624534410587,0.195429801547877
"449","Fulton",13121006000,68.2,60.9,14.8,14.4,14.6,4,61.1,58.4,58,25.2,66.7416,23.8,37.2,16.1,0.246412005657058,0.305693954153058,0.374172432281374,0.267028887038484
"450","Fulton",13121006100,71.4,66.2,13.5,11.3,14,15.4714,61.8,50.1,56.6,28.9,74.7,27.2,26.5,15.5,0.219760131546119,0.323197631186048,0.461955100094341,0.296694530693133
"451","Fulton",13121006200,73.5,69.7,17.2,8.9,12.9,1.4,75.9,76.5,75.8,25.2,74.7,36.1,35.3,29,0.300240616947435,0.135338844785031,0.212332199507723,0.154881165809229
"452","Fulton",13121006300,74.8,71.9,11.3,7.3,14.4,5,76.3,73.9,56.3,36.1,74.7,18.9,27.1,34.2,0.257139961899672,0.187070224116459,0.336338892943094,0.206481362017221
"453","Fulton",13121006400,68.5,57,3.2,12.6,13.3,10.1,68.5,60.2,47.6,42.7,50.8,31.3,47.7,14.5,0.178164387777862,0.258339248243298,0.179724432709371,0.154310288298161
"454","Fulton",13121006500,74.8,71.9,14.8,7.3,15,5.2,28.5,46.8,40.2,22,74.7,30.6,31.4,20.1,0.35446502227234,0.498119123414261,0.364717483082893,0.382741903659473
"455","Fulton",13121006601,74.8,71.9,14.8,7.3,10.5,2.6,34.4,48.3,43.8,29.2,74.7,20,41.2,17.4,0.422144363091084,0.419488788356923,0.420021216937553,0.391848219166587
"456","Fulton",13121006602,74.8,71.9,12,7.3,13.8,13.3,66.1,86.8,65.7,36.2,74.7,29.7,31.3,33.5,0.247508758090318,0.0699504960604608,0.237655348683014,0.117980396118741
"457","Fulton",13121006700,74.8,71.9,13.7,11.8,14.6,6.8,50.3,72.3,46.4,23.7,74.7,25.4,27.9,14.2,0.314511682455815,0.345137643774563,0.481492720343578,0.345292969629148
"458","Fulton",13121006801,74.8,71.9,3.2,11.8,10.6315,17.1712,49.597,59.304,53.0556,30.4296,74.7,24.1,43.5966,16.8162,0.302451098113278,0.303251317041179,0.384652826773428,0.288795060443246
"459","Fulton",13121006802,73.2,71.2,8.8,10.4,16.2,6.5,93.4,95.2,42.1,48.3,70.2,28.6,42.7,48.8,0.196357149191164,0.132807553813344,0.158822643950382,0.099378442897772
"460","Fulton",13121006900,68.5,57,12.7,12.6,6.7,33.1,41.2,46.2,42.2,25.2,50.8,20.8,40.2,18.7,0.238193075168415,0.465164211600601,0.248783816918303,0.287785098367954
"461","Fulton",13121007001,72.1,70.7,15.7,9.7,13.4,11,63.4,54.9,46.8,27.9,67.5,30.9,27.5,15,0.268938625346611,0.381338522460301,0.388329591629595,0.312088522281346
"462","Fulton",13121007002,70.3,69.9,19.8,8.7,10.8,11.6,41.5,67.2,70.8,34.7,63.9,24.8,40.4,35.2,0.347040606726249,0.118381293671921,0.156317123251308,0.143619339895155
"463","Fulton",13121007100,72.6,70.4,10.2,10.3,13.8,24.4,58.5,68.6,55.5,32.6,68.3,28.2,41,9.6,0.197365882686197,0.236003348076899,0.401851927310271,0.230382062727998
"464","Fulton",13121007200,70.3,69.9,24.9,8.7,15.1,15.3,59.5,64.2,68,26.5,63.9,17.9,25,21.3,0.236931162823822,0.203595670310473,0.404623390742065,0.230980166796261
"465","Fulton",13121007300,70.3,69.9,22.7,8.7,14.1,10.6,65.9,71.7,51.8,28.7,63.9,21.9,42.6,29.2,0.257443075994205,0.276114589201927,0.204759854855361,0.197817170956628
"466","Fulton",13121007400,70.3,69.9,24.4,8.7,14.8,11.7,53.5,87.8,49.1,38.6,63.9,43.2,51.1,30.6,0.270934422984845,0.16888757871887,0,0.0836518164608918
"467","Fulton",13121007500,73.4,71.2,18.6,7.9,13.2,16.3,48.3,62.3,53.5,31,70.6,18.4,31.7,23.1,0.285601652928907,0.284875486816966,0.39252332239873,0.278002162032165
"468","Fulton",13121007602,66,59.2,26.9,13.2,13.4,22.4,54.4,51.9,52.3,22.2,72.7,19,29.4,20.3,0.193575878952414,0.390919242104784,0.442886984386278,0.309952023711716
"469","Fulton",13121007603,67.4,60.7,26.7,13,14.9,12.7064,72.4,80.9,60.4,30.2,73.5,24.6,35,27.3,0.191895580216501,0.169688029384161,0.306421072870177,0.166182464047676
"470","Fulton",13121007604,62.6,55.2,26,13.3,17.7,28.9,73.5,70.1,69,29.9,72.5,15.6,29.8,19.9,0.0273633222878204,0.15159431142563,0.468192933925025,0.16002452936779
"471","Fulton",13121007703,64.1,61.3,13.3,12.3,18,17,29.3,46.1,49.4,15,62.2,10.8,26,16.7,0.177656251365022,0.481007772716573,0.487687594138235,0.359009373625996
"472","Fulton",13121007704,63.9,61.6,30.4,12.6,9.5,9.4,41.5,47,54.3,20.1,61.6,19.2,33,13.6,0.351366402009576,0.409158280336036,0.420758774198189,0.363595556446994
"473","Fulton",13121007705,63.9,61.6,18.6,12.6,13.9,12.5402,75.7,52.8,57.8,16.1,61.6,13.8,30.3,20.1,0.174762672980209,0.388197507041819,0.404975427539622,0.288884791065178
"474","Fulton",13121007706,65.9,62,34.9,12.9,12.3,6.4,24.9,38.3,49.2,12.4,64.9,4.3,20.6,13.4,0.377771231865746,0.529325719234766,0.613806509865507,0.492708170103834
"475","Fulton",13121007802,68.1,61.9,26.4,12.9,12.1,5.5,31.2,39.9,42.3,12.8,68.5,8.3,23.2,19.2,0.362443268705054,0.569834946325058,0.534848896729164,0.476701321384679
"476","Fulton",13121007805,72.6,60.9,29.6,14.5,11.5,15,44.7,41.2,53.5,32,78.5,9.6,28.6,14.7,0.317682759151866,0.359065062448036,0.611222938538345,0.398517898079951
"477","Fulton",13121007806,62.5,54.7,18.5,13.4,14.1,12.5,42.5,48.6,59.7,19.6,73,23.1,27,27,0.210679654784698,0.367766305562592,0.357203022317159,0.275366893386718
"478","Fulton",13121007807,42.5,49.6,14.1,8,11.7,15.8,71.5,63.8,44,31.5,56.1,25.5,34.7,23.6,0.056913519713411,0.343671342608302,0.226030631764067,0.166008021923937
"479","Fulton",13121007808,54.9,52.8,16.1,11.2,12.9,1.4,83.1,89.6,52.8,36.7,65.5,24.4,47.1,37.1,0.15444353325821,0.148041591670295,0.136076634157819,0.083524717044972
"480","Fulton",13121007900,62.8,54.9,37.2,13.2,12.7,9.1805,16.2,22.7,33.8,10.4,72.7,7.2,19.5,23.7,0.342102569086537,0.712060634289057,0.541716251500493,0.533044275006459
"481","Fulton",13121008000,69.6,64.2,20.5,11.2,13.6,8,50.7,32.7,41.3,29.9,73.9,13.4,28.8,18.5,0.285650071724516,0.492443265608667,0.512884811384401,0.409639096808324
"482","Fulton",13121008101,62.5,54.7,22.8,13.4,18.6,18.6,55.2,54,39.1,17.1,73,19.9,33.4,26.7,0.104769945887814,0.510535870946333,0.351231269980441,0.298237974260871
"483","Fulton",13121008102,62.5,54.7,19,13.4,12.7,20.1,49.1,67.2,59.7,29,73,24.2,41.3,22.8,0.180825876936628,0.234976490343043,0.321574063595309,0.195729478540038
"484","Fulton",13121008201,46.1,50.5,10.9,8.8,16.7,4.9,46.8,49.9,44.9,21.4,58.5,15.2,27.5,23.6,0.100276032804202,0.456639262907809,0.351927164748587,0.273906696888124
"485","Fulton",13121008202,42.5,49.6,11.8,8,11.9,7.2,28.7,67.1,55.6,32.1,56.1,31,30.2,26,0.181975860267704,0.244306890034586,0.183928016455526,0.1511036306821
"486","Fulton",13121008301,42.5,49.6,14.7,8,19.2,4.1,64,59.6,57.5,37.9,56.1,24.1,28.8,27,0.0389168592263168,0.221428501956265,0.230054300946245,0.109035913104573
"487","Fulton",13121008302,42.5,49.6,15.6,8,15.8,11.7,56.9,45,49.2,25.6,56.1,25.2,36.6,26.4,0.0498461130571597,0.417166845992283,0.189302475725644,0.181955658626212
"488","Fulton",13121008400,48.6,52.3,14,9,12.1,17.6,74.2,73.1,49.9,27.5,56.1,32,40,27.2,0.0708026366456656,0.292185236731293,0.114991465430503,0.109184184159106
"489","Fulton",13121008500,42.5,49.6,16.7,8,13.2,2.3,54.7,59.5,54.6,41.8,56.1,21.6,48.1,33.7,0.142284054199109,0.216949399827001,0.0894789242542123,0.0922627838275269
"490","Fulton",13121008601,42.5,49.6,13.8,8,15.7,1.5,64.1,78.7,52.2,43.3,56.1,24,23.2,29.8,0.0834772745020882,0.15077606482782,0.229520213525242,0.0938023032714407
"491","Fulton",13121008602,42.5,49.6,15.2,8,13.6,22.7,52.5,63.5,42.8,22.7,56.1,17.2,32.8,21.4,0.0362451914659452,0.411065077410588,0.318269918177093,0.220633201204651
"492","Fulton",13121008700,42.5,49.6,15.2,8,15.7,15.4,72.2,65.1,55.5,21.3,56.1,15.9,34.2,25,0,0.323463069788844,0.282850705240359,0.15821909801965
"493","Fulton",13121008800,73.5,72.9,47.4,44.9,6.8,0.7,19.5,13,27.7,10.2,75.2,10.8,13.3,10.8,0.666073640022972,0.794034092407083,0.698587708162461,0.734253705472518
"494","Fulton",13121008902,73.5,72.9,69,44.9,6.7,1.3,5.7,22.4,34.5,1.8,75.2,7.4,19.7,9.4,0.736736793020368,0.764580819551201,0.705583822177832,0.748207141135119
"495","Fulton",13121008903,73.5,72.9,52.5,44.9,9.2,10.6,52.8,41.5,38.7,44.7,75.2,13.2,30.8,3.4,0.521294516368495,0.380320414866779,0.671104475729369,0.498250655041501
"496","Fulton",13121008904,73.5,72.9,83.5,44.9,8.7,2.9,6.6,14.8,38.2,5.9,75.2,2.2,9.2,8.3,0.726064225367773,0.740378979268818,0.807166061610919,0.770390904531334
"497","Fulton",13121009000,73.5,72.9,82.5,44.9,6.3,5.0818,1.9,8.5,30.7,1.6652,75.2,0.4,4.3,5.4,0.758830474038647,0.845781270536131,0.875085811931606,0.850804391129626
"498","Fulton",13121009101,73.5,72.9,68.7,44.9,10.2,8.5189,14.2854,15.1,32.5,3.9638,75.2,4.4,6.4,4.1,0.629958632028251,0.792609765883456,0.849431722518853,0.77505525997896
"499","Fulton",13121009102,73.5,72.9,68.7,44.9,7.6,15.4664,1.9,5.4,29.5,5.7815,75.2,2.5,26.5,5.1,0.660072807938064,0.839229630948843,0.751751073455435,0.770466927558185
"500","Fulton",13121009200,77.4,72.1,60.4,49.9,8.9,12.3,18.3,21.6,33.5,25.1,78.1,10.2,22.3,7.6,0.627240239057702,0.62205997200243,0.710321031328214,0.651664658996071
"501","Fulton",13121009300,73.5,72.9,55.1,44.9,11.8,7.2,4.5,4.5,35.3,-0.5233,75.2,0.4,4.9,3.5,0.605992779184931,0.842596915249539,0.891991875089313,0.803426000842664
"502","Fulton",13121009402,73.5,72.9,57.3,44.9,9.1,10.4,21.3,29.9,37.9,36.8,75.2,9.2,29,10.4,0.59946050408678,0.482201884360967,0.635503614124131,0.555757944897465
"503","Fulton",13121009403,73.5,72.9,69.6,44.9,9.7,24.4,15.6,26.3,36.2,8.5,75.2,6,29.7,8.2,0.557293796622531,0.693606228721728,0.678048209579736,0.646956884822225
"504","Fulton",13121009404,73.5,72.9,72.2,44.9,4.7,2.2,3.045,9.9,23.9,3.3706,75.2,2.1,7.8,3.9,0.774042007470114,0.877785742200146,0.861031755565929,0.864666365534418
"505","Fulton",13121009501,73.5,72.9,75.2,44.9,10.6,7,2,2.8,35.5,1.5042,75.2,1.6,7.5119,4.1,0.670340668623937,0.834385414858068,0.863973874755835,0.811846974622138
"506","Fulton",13121009502,73.5,72.9,85.3,44.9,11.1,9.4686,4.4,2.5,37,3.3,75.2,4.9,10.1,8.9,0.665753651513607,0.813055465747019,0.77695835933172,0.770182414592329
"507","Fulton",13121009601,73.5,72.9,75.4,44.9,13.4,27.7,65.1,26.7,35.9,10.7831,75.2,2.7,11.5,7.8,0.393450281690152,0.679252365366928,0.797273944129883,0.627484663753826
"508","Fulton",13121009602,73.5,72.9,60.2,44.9,10.1,7.9546,5.4,14,37.6,1.8092,75.2,2.1,5.5,4,0.635894218818102,0.774536564610091,0.87152377787051,0.777212728733061
"509","Fulton",13121009603,73.5,72.9,46.9,44.9,7.9,3.7,9.5,19.1,41.7,11,75.2,2.6,17.6,7.2,0.654694126895446,0.665512116227376,0.773675213940724,0.702150805742905
"510","Fulton",13121009700,73.5,72.9,85.1,44.9,9.3,5.6761,3,6.5,27,-0.7897,75.2,0.2,2.7,5.9,0.714032691022786,0.895936912290704,0.879309841642954,0.858505445808992
"511","Fulton",13121009801,73.5,72.9,84.5,44.9,7,6.0382,0.509,2.5,35.1,-0.4718,75.2,1.3,0.6,4.6,0.750545348562386,0.851340473294806,0.895569003226794,0.857653848881679
"512","Fulton",13121009802,73.9,72.8,87.1,44.4,7.3,1.4,6.5,8.4,23.2,5.3726,75.8,5.0979,2.4,8.2,0.761741547246318,0.875400445718717,0.825447084456574,0.846788836665127
"513","Fulton",13121009900,73.5,72.9,86.4,44.9,7.5,4.2455,2.104,2.3,30.7,0.2143,75.2,2.6,8.8,9.9,0.752482223430151,0.879016988288077,0.789526773144576,0.83239390796955
"514","Fulton",13121010001,73.7,72.9,72.3,44.7,6.8,5.1,1.5,2.5,33.8,2.7,75.5,3.8,4,6.3,0.731983635715845,0.839830529859725,0.844693307176069,0.828298183835708
"515","Fulton",13121010002,75.7,72.5,70.4,41.7,6.2,5.0524,-1.3007,5.1,26.6,-0.2125,78.7,1.6,0.8,0.9,0.742098791807694,0.900366361657093,0.954168456897732,0.896607914074815
"516","Fulton",13121010106,77.5,72.7,43.3,30.2,13.7,6.4301,12.3,10.5,36.3,5.5903,81.7,3,14.7,8,0.522335437656828,0.772426519590453,0.819631419015149,0.719171837791804
"517","Fulton",13121010107,77.5,72.7,43.3,30.2,9.3918,2.3,5.9862,6.1,28.2,5.0515,81.7,1.4166,5.7,4.1,0.620401873453563,0.850615424998886,0.917048833182596,0.820682212870258
"518","Fulton",13121010108,77.5,72.7,43.3,30.2,6,9.4313,1.1,3.8,24.8,4.4799,81.7,0.8,7.3,3.3,0.645675237408358,0.887433477131119,0.921837704424701,0.84673726769172
"519","Fulton",13121010110,81.2,71.6,45.8,25.8,7.9,7.0136,9.9,13.4,28.7,6.9,86.8,5.3,10.7,5.7,0.614944556264988,0.806995102408925,0.880759157387565,0.787249255432989
"520","Fulton",13121010113,81.3,71.6,27.9,25.7,8,32.1,42.6,37.1,46.2,14.7,86.9,14.4,34.4,5,0.384133435306833,0.540257091171706,0.704444727556951,0.531819967775656
"521","Fulton",13121010114,81.2,71.6,49,26.4,7.2,8.7,26.6,31.8,28,13.8,86.7,10,24.2,6.9,0.589679289110296,0.696353714220288,0.76601282062569,0.690476920332629
"522","Fulton",13121010115,81.3,71.6,46.8,25.7,8.6,3.586,4.7311,5.233,28.7,1.6647,86.9,2.1,3.9,1.5,0.634569984350166,0.872562957675516,0.982556247902876,0.85821515627986
"523","Fulton",13121010117,77.5,72.7,50,30.2,7.5,7.8,14.9,40.1,38.8,4.4,81.7,6.5,20.5,4.2,0.615899938283343,0.649111440895126,0.805211624292148,0.693157198482509
"524","Fulton",13121010118,77.5,72.7,42.6,30.2,7.5,5.1,44.4,62.3,56.8,15,81.7,10.9,38.6,11.5,0.552673932226949,0.366191740408813,0.606254332466947,0.479802804931996
"525","Fulton",13121010119,77.5,72.7,42.8,30.2,9.3,9.4,48.8,58.4,56,18.2,81.7,13.4,34,11.3,0.495572335846642,0.365852107758873,0.613466055757001,0.462784149305924
"526","Fulton",13121010120,77.5,72.7,43.3,30.2,12,6.2,14.403,10.9,37.2,11.1791,81.7,7.8,33.1,14.6,0.544418127687024,0.727839477184946,0.623632112690764,0.637838786889959
"527","Fulton",13121010121,77.5,72.7,50,30.2,7.8,5.4501,6.0604,6.4,25.1,0.4911,81.7,0.9,4.4,11.2,0.641682525443179,0.901487192354104,0.852858872216115,0.826828751122772
"528","Fulton",13121010122,77.5,72.7,50,30.2,10.6,5.9,9.9806,10.1,23.7,1.8337,81.7,1.9,11,6.4,0.589468939174215,0.888521693908006,0.862872759171409,0.807072488958113
"529","Fulton",13121010123,79.8,72,50,27.7,10.7,1.9,19.1,32.7,43.5,9.5,84.8,7.2,31.2,8.7,0.588625796933971,0.61045149329797,0.719671529018513,0.636882564446017
"530","Fulton",13121010204,80.8,71.8,79.3,26.4,9.3,1.4,6.1,5.1,24.3,0.3285,86.1,0.3,5.9,7.2,0.697755909282659,0.913238300529079,0.920455364811615,0.87501222721611
"531","Fulton",13121010205,80.8,71.7,65.9,26.4,5.7,4.6115,3.4,8.3,27.6,4.4,86.2,1.7,5.2,6.1,0.713877813954098,0.850749822998607,0.926094101129848,0.85578542267313
"532","Fulton",13121010206,81.3,71.6,82.4,25.7,10.7,8.3,13.3,3.7,35.3,0.055,86.9,0.6,1.7,2.4,0.633013379684667,0.841867820294542,0.994939766546275,0.848967363884092
"533","Fulton",13121010208,77.5,72.7,41,30.2,12.4,8.3011,9.9,33.1,32.1,8,81.7,7.2,19.7,14.3,0.532824512238414,0.700128454629618,0.698323075220246,0.648633875530123
"534","Fulton",13121010209,77.5,72.7,43.1,30.2,10.7,5.9,1.1,22.1,27.8,5,81.7,2.1,30.7,10.3,0.592800770490386,0.792580521413942,0.721709305002964,0.716917481167343
"535","Fulton",13121010210,77.5,72.7,69.4,30.2,9.4,7.1,8.6,6.8,36.5,4.4,81.7,1,14.5,4.1,0.643089630322648,0.792959644203435,0.8758885195096,0.789095214336734
"536","Fulton",13121010211,80,71.8,72.4,31.1,6.2,5.4,4.8,19.5,34.8,21.3,85,13.9,20,9.5,0.72054517618707,0.645723611902879,0.720647504358805,0.697228150748767
"537","Fulton",13121010212,81.3,71.6,18.5,25.7,5.1,11.7,14.1,39.7,37,24.2,86.9,19,47.1,9.9,0.570035514120744,0.533711329508029,0.55630251095955,0.539569136568543
"538","Fulton",13121010301,74.2,57.3,42.8,13.7,11.9,3.9,13.1,23.5,46.3,4.8,76.3,6.2,20,13.1,0.449290413560862,0.656476672788946,0.681137380993216,0.595406868233627
"539","Fulton",13121010303,77.3,64.3,38.8,15.2,13.8,2.8,12.6,28.5,45.5,7.8,80.9,5.3,14,12.1,0.461781575348458,0.623390006609595,0.758386582611687,0.613013900514217
"540","Fulton",13121010304,79.3,64.6,45.6,14.4,10.9,12.8,3.8,14,41.8,3.3,83.2,3.5,13,9.1,0.4937718902498,0.734784494424514,0.822883433567153,0.694507097341333
"541","Fulton",13121010400,59,57.6,38.4,12.3,8.7,4.5,16.4,27.2,41,19.1,75.1,17.2,25.9,15.1,0.422318953866904,0.586420663578925,0.543645283593264,0.507311669862914
"542","Fulton",13121010507,50.9,49.7,18.3,7.4,17.8,12.2,43.3,63.7,59.2,19.5,62.9,17.4,34.5,17.1,0.0804046080149412,0.314207181128052,0.398012269002856,0.222637883238551
"543","Fulton",13121010508,50.9,49.7,30.4,8.4,15,11.977,37.7,34.9,39.3,13,62.9,15.6,19.9,22.9,0.161439005708192,0.609072415927734,0.423404913087067,0.385367926307718
"544","Fulton",13121010510,58.3,57.2,37.4,11.5,12,21.3,38.4,39.9,45,9.7,74.5,13.6,25.4,13.4,0.23536324693665,0.570880747427991,0.585905746983601,0.452060603902252
"545","Fulton",13121010511,66.9,57.9,35.8,7.5,13.1,12.8,11,38,44.5,12.7,74.6,4.6,20.9,12.3,0.34010733214548,0.562057080548325,0.685346580134359,0.519353747215503
"546","Fulton",13121010512,72.3,56.3,23.4,7.7,12.9,2.5,54.7,61.9,59.2,12.7,75.2,13.4,32.4,19.4,0.29122042112882,0.365666084276186,0.493920789950663,0.35056705387993
"547","Fulton",13121010513,70.1,56.8,41.2,11.7,11.5,7.8,30.1,40.7,52.4,20.4,75.6,16.8,23.9,14.8,0.375938140921343,0.444862995210177,0.562981445996198,0.437867589174246
"548","Fulton",13121010514,67.5,56.8,40.2,12,12.7,3.7,11.3,32.6,43,13.1,75.3,12,23.2,15,0.407336844488632,0.59080698801271,0.596921370811328,0.523055050859088
"549","Fulton",13121010515,54.3,53.2,29.5,8.9,11.9,10.8,22.2,28.3,44.1,8,68,17.3,26.2,22.1,0.271409217996059,0.63283797555995,0.421440407580399,0.432272857191255
"550","Fulton",13121010516,50.9,49.7,27.2,8.4,11.2,3.5,17.2,42.2,42.7,13.3,62.9,2.7,22.8,18.9,0.296950933593254,0.554900899704598,0.543484619356359,0.451091577697931
"551","Fulton",13121010601,50.9,49.7,25.3,6.1,12.8,2.1,74.8,48.2,46.2,24.1,62.9,21,42.2,15.2,0.150345931736035,0.43616778621369,0.353424036071121,0.282731993764226
"552","Fulton",13121010603,52,50.3,21.5,6.1,12.2,18.4,58.9,58.7,62.4,19.4,63.5,13.2,44.1,21.7,0.110096554801137,0.311153959122999,0.33574521768683,0.209271640721447
"553","Fulton",13121010604,55.6,52.2,21.4,6.1,12.3,12.3,42.4,51.7,53.9,29.1,66.5,11.6,47.4,16.5,0.193808836755612,0.335037181617648,0.404885639088012,0.272603216092823
"554","Fulton",13121010800,67.3,57.7,22.5,8.6,10.4,21.5,61.7,48.1,39.8,43.3,68.3,24.6,40.9,15.2,0.207104360818557,0.356388245853161,0.369522225887884,0.273669908674017
"555","Fulton",13121011000,67.3,57.7,16.9,8.6,13.4,13.9,73.2,78.7,54,44.7,68.3,42,42.1,28,0.16493177753525,0.128750906782334,0.104288088355039,0.0675278767800638
"556","Fulton",13121011100,67.3,57.7,14.8,8.6,11.5,3,14.5,26.4,46.1,18.3,68.3,9,23.9,16.1,0.366521972306328,0.558320680201511,0.557489020200859,0.481226667183631
"557","Fulton",13121011201,67.3,57.7,19.4,8.6,12,20.8,34.3,46.8,46.2,21.8,68.3,16.9,41.5,24.3,0.238009700916971,0.456600625910011,0.326454922316572,0.311714473403419
"558","Fulton",13121011202,67.3,57.7,23.4,7,13,12.8,53.9,51.1,51.2,28,68.3,24.3,38.2,23.5,0.226316676846803,0.363816432935422,0.298221376449108,0.258001727687227
