"","county","weave_ct2010","ChildZ","FamilyZ","CommunityZ","CWB_Z"
"329","DeKalb",13089023311,-0.208149591924181,0.326891966444066,0.195102249892934,0.104614874804273
"330","DeKalb",13089023312,-0.513115134573076,-0.0870405068450292,0.178405154822379,-0.140583495531909
"331","DeKalb",13089023313,-0.81611270790605,-0.364085628168636,-0.741164000117999,-0.640454112064228
"332","DeKalb",13089023314,-0.677603648254125,-0.143931266949575,-0.138407312971594,-0.319980742725098
"333","DeKalb",13089023315,-0.328282412228059,0.281339010337515,0.304801385249113,0.0859526611195232
"334","DeKalb",13089023316,-0.121778720308187,0.426021254415177,-0.0795709113847379,0.0748905409074175
"335","DeKalb",13089023410,-1.32946472054433,-1.20615744388244,-1.255284801282,-1.26363565523626
"336","DeKalb",13089023411,-1.38533387984637,-0.129734616944533,-0.861943288953749,-0.792337261914884
"337","DeKalb",13089023412,-0.875375465059388,-0.0798025234641479,-0.475289359499834,-0.476822449341123
"338","DeKalb",13089023413,-0.21160081966022,-0.00820835334846517,0.388515351303765,0.0562353927650266
"339","DeKalb",13089023414,-0.90286423031757,-0.223642322949239,0.253933950579528,-0.290857534229094
"340","DeKalb",13089023416,-0.588142065213401,0.153635656148041,0.310817347762308,-0.0412296871010173
"341","DeKalb",13089023418,-0.753291809277507,0.0158307369324799,0.142776845017406,-0.198228075775874
"342","DeKalb",13089023419,-0.55006751331471,0.362022662645887,0.267307492972456,0.0264208807678776
"343","DeKalb",13089023421,-1.08276058336197,-0.371663675763381,-0.361292982188356,-0.605239080437903
"344","DeKalb",13089023422,-0.723697160128439,0.152266972457983,0.230139809294474,-0.113763459458661
"345","DeKalb",13089023423,-0.890006818849013,-0.350917425308654,-0.384553311571888,-0.541825851909852
"346","DeKalb",13089023424,-0.765054822986457,-0.079332870815162,-0.624500798433013,-0.489629497411544
"347","DeKalb",13089023425,-0.303755774415637,0.656160657183896,0.142268639180387,0.164891173982882
"348","DeKalb",13089023426,-0.568597229872659,0.216861161296145,0.198879066062114,-0.0509523341714666
"349","DeKalb",13089023427,-0.767922322509403,0.0228537664995641,0.037856815567388,-0.23573724681415
"350","DeKalb",13089023428,-0.887301934124545,-0.923509079637894,-0.602202585626239,-0.804337866462893
"351","DeKalb",13089023501,-1.109742478551,-1.08357878825696,-1.12303014747866,-1.10545047142888
"352","DeKalb",13089023504,-1.535221628408,-1.81511448734404,-1.38906427782002,-1.57980013119069
"353","DeKalb",13089023505,-0.797295365678293,-0.609692377365028,-0.873105951480422,-0.760031231507915
"354","DeKalb",13089023506,-0.889819391886952,-0.207137379171855,-0.23078072971653,-0.442579166925113
"355","DeKalb",13089023507,-1.41879591532406,-0.475424237096297,-0.563172403674277,-0.819130852031546
"356","DeKalb",13089023601,-0.924924697570412,0.227344462093828,-0.254796827197113,-0.317459020891233
"357","DeKalb",13089023602,-0.778513327259425,-0.47584198770848,-1.09932751362145,-0.78456094286312
"358","DeKalb",13089023603,-0.987207459968585,-0.564320836913337,-0.819986205310501,-0.790504834064141
"359","DeKalb",13089023700,-1.54995144728623,-0.708738875046786,-0.894123530957337,-1.05093795109678
"360","DeKalb",13089023801,-1.28461955335477,0.157787511255133,-0.530073416922614,-0.552301819674082
"361","DeKalb",13089023802,-1.47338621515402,-0.810929047514179,-0.832719336112724,-1.03901153292697
"362","DeKalb",13089023803,-1.04362834932406,-0.4919067933792,-0.816397634944838,-0.783977592549367
"363","Douglas",13097080102,-0.534188798027161,-0.152014614674619,-0.0596383945125408,-0.248613935738107
"364","Douglas",13097080103,-0.570943674357787,-0.655331681610603,-0.928246934415179,-0.718174096794523
"365","Douglas",13097080201,-0.387159137997719,-0.384131230707786,-0.744546323811557,-0.505278897505687
"366","Douglas",13097080202,-0.390631881888426,-0.198892830495492,-0.680224737815801,-0.423249816733239
"367","Douglas",13097080301,-0.402234330491811,-0.631362058163614,-0.36951511377204,-0.467703834142488
"368","Douglas",13097080303,-0.298377690620903,-0.414954107195403,-0.476597581258869,-0.396643126358391
"369","Douglas",13097080304,-0.0387470510265789,-0.090343307305113,-0.00855210809072396,-0.0458808221408053
"370","Douglas",13097080402,0.90141580610236,0.878876195123921,0.36053458121036,0.713608860812214
"371","Douglas",13097080403,0.547967129247275,0.680655071201078,0.225152757416249,0.484591652621534
"372","Douglas",13097080404,0.149703906420072,0.409335837865324,-0.306641536769092,0.084132735838768
"373","Douglas",13097080505,0.187516548404604,-0.145276178086423,-0.320140466515574,-0.0926333653991313
"374","Douglas",13097080506,0.397065324277463,0.0227897196894535,-0.00186387761198002,0.139330388784979
"375","Douglas",13097080507,0.412377183114538,0.306858572146788,0.0738060233170352,0.26434725952612
"376","Douglas",13097080508,-0.0325592125978342,0.336708202879116,0.499257063238063,0.267802017839782
"377","Douglas",13097080509,0.419487358413847,0.801673936692971,0.6482342653666,0.62313185349114
"378","Douglas",13097080510,-0.0334527058974367,0.0326748369804426,-0.1786324492157,-0.0598034393775647
"379","Douglas",13097080511,0.602334504442079,0.517475547920576,0.553085936242526,0.557631996201727
"380","Douglas",13097080602,-0.369638773354687,0.146585135195443,-0.0544401788942623,-0.0924979390178353
"381","Douglas",13097080603,-0.302421409775748,0.310890788104121,0.281905061200909,0.0967914798430943
